#	X	Y
	0	9.998281E-4
	1	9.994145E-4
	2	9.990266E-4
	3	9.986154E-4
	4	9.982255E-4
	5	9.97823E-4
	6	9.974119E-4
	7	9.970223E-4
	8	9.966155E-4
	9	9.962203E-4
	10	9.958157E-4
	11	9.954264E-4
	12	9.950179E-4
	13	9.946183E-4
	14	9.942249E-4
	15	9.938313E-4
	16	9.934277E-4
	17	9.930367E-4
	18	9.926328E-4
	19	9.922421E-4
	20	9.91841E-4
	21	9.91446E-4
	22	9.910509E-4
	23	9.906582E-4
	24	9.90257E-4
	25	9.898648E-4
	26	9.894678E-4
	27	9.890755E-4
	28	9.886855E-4
	29	9.882867E-4
	30	9.878927E-4
	31	9.875025E-4
	32	9.871084E-4
	33	9.867188E-4
	34	9.86327E-4
	35	9.859286E-4
	36	9.85541E-4
	37	9.851517E-4
	38	9.847538E-4
	39	9.843643E-4
	40	9.839834E-4
	41	9.835815E-4
	42	9.831988E-4
	43	9.828099E-4
	44	9.82423E-4
	45	9.820275E-4
	46	9.816366E-4
	47	9.812562E-4
	48	9.808636E-4
	49	9.80483E-4
	50	9.80088E-4
	51	9.796998E-4
	52	9.793156E-4
	53	9.789313E-4
	54	9.785409E-4
	55	9.781612E-4
	56	9.777797E-4
	57	9.773829E-4
	58	9.770013E-4
	59	9.766177E-4
	60	9.762341E-4
	61	9.758484E-4
	62	9.754567E-4
	63	9.750859E-4
	64	9.7469415E-4
	65	9.743107E-4
	66	9.739296E-4
	67	9.7354455E-4
	68	9.731637E-4
	69	9.7278506E-4
	70	9.7240217E-4
	71	9.720213E-4
	72	9.716387E-4
	73	9.7126E-4
	74	9.708815E-4
	75	9.704969E-4
	76	9.7011647E-4
	77	9.697402E-4
	78	9.693602E-4
	79	9.6898025E-4
	80	9.6860004E-4
	81	9.682223E-4
	82	9.678441E-4
	83	9.674645E-4
	84	9.6709485E-4
	85	9.6671743E-4
	86	9.66338E-4
	87	9.6596044E-4
	88	9.655851E-4
	89	9.652077E-4
	90	9.6483243E-4
	91	9.644615E-4
	92	9.6408033E-4
	93	9.637051E-4
	94	9.633305E-4
	95	9.6295355E-4
	96	9.6258905E-4
	97	9.62208E-4
	98	9.618356E-4
	99	9.61459E-4
	100	9.6108887E-4
	101	9.607102E-4
	102	9.603398E-4
	103	9.599741E-4
	104	9.5960207E-4
	105	9.592195E-4
	106	9.5886E-4
	107	9.58484E-4
	108	9.5811184E-4
	109	9.577466E-4
	110	9.573749E-4
	111	9.5700554E-4
	112	9.566401E-4
	113	9.562705E-4
	114	9.558926E-4
	115	9.5553417E-4
	116	9.551587E-4
	117	9.5478946E-4
	118	9.544266E-4
	119	9.5405744E-4
	120	9.5369073E-4
	121	9.533239E-4
	122	9.52949E-4
	123	9.525907E-4
	124	9.522177E-4
	125	9.518596E-4
	126	9.5148885E-4
	127	9.5112063E-4
	128	9.507561E-4
	129	9.503941E-4
	130	9.500239E-4
	131	9.496617E-4
	132	9.492981E-4
	133	9.4893214E-4
	134	9.4857253E-4
	135	9.4820664E-4
	136	9.478469E-4
	137	9.474772E-4
	138	9.471176E-4
	139	9.46752E-4
	140	9.463886E-4
	141	9.460315E-4
	142	9.456659E-4
	143	9.4531116E-4
	144	9.449435E-4
	145	9.445889E-4
	146	9.4421965E-4
	147	9.43867E-4
	148	9.4350625E-4
	149	9.4314356E-4
	150	9.4278686E-4
	151	9.424243E-4
	152	9.420656E-4
	153	9.4171334E-4
	154	9.413447E-4
	155	9.409967E-4
	156	9.406383E-4
	157	9.402762E-4
	158	9.3991787E-4
	159	9.3956816E-4
	160	9.3921E-4
	161	9.388481E-4
	162	9.384919E-4
	163	9.3814067E-4
	164	9.377828E-4
	165	9.374231E-4
	166	9.3706755E-4
	167	9.3672064E-4
	168	9.3636697E-4
	169	9.3600573E-4
